Region,Order ID,Current State,Action,Reward,Next State,Done
Gomti Nagar,298,"{'Restaurant Cell': (9, 3), 'Customer Cell': (5, 31), 'Preparation Time (mins)': 14, 'Expected Delivery Time (mins)': 50, 'Distance to Depot': 0, 'Distance to Restaurants': [15, 24, 22, 17, 18, 14, 18, 28, 16, 22, 4, 21, 8, 5, 13, 23, 16, 7, 8, 11, 13, 11, 6, 17, 18, 7, 14, 22, 5, 9, 15, 15, 8, 6, 28, 16, 16, 24, 27, 19, 13, 20, 4, 18, 7, 31, 12, 13, 27, 16, 11, 29, 13, 10, 9, 2, 31, 19, 4, 29, 13, 19, 24, 12, 22, 26, 9, 12, 33, 20, 22, 4, 7, 8, 22, 11, 6, 22, 20, 16, 4, 17, 18, 9, 18, 18, 24, 7, 6, 25, 19, 17, 16, 21, 7, 17, 18, 26, 23, 31, 15, 16, 18, 21, 0, 12, 20, 12, 16, 18, 17, 10, 19, 10, 28, 3, 21, 26, 24, 19, 12, 11, 3, 14, 23, 21, 29, 21, 14, 23, 4, 28, 12, 32, 7, 24, 14, 21, 16, 12, 14, 28, 17, 8, 28, 25, 20, 23, 12, 6, 30, 30, 25]}",Reject,0.0,"{'Restaurant Cell': (9, 3), 'Customer Cell': (5, 31), 'Preparation Time (mins)': 14, 'Expected Delivery Time (mins)': 50, 'Distance to Depot': 0, 'Distance to Restaurants': [15, 24, 22, 17, 18, 14, 18, 28, 16, 22, 4, 21, 8, 5, 13, 23, 16, 7, 8, 11, 13, 11, 6, 17, 18, 7, 14, 22, 5, 9, 15, 15, 8, 6, 28, 16, 16, 24, 27, 19, 13, 20, 4, 18, 7, 31, 12, 13, 27, 16, 11, 29, 13, 10, 9, 2, 31, 19, 4, 29, 13, 19, 24, 12, 22, 26, 9, 12, 33, 20, 22, 4, 7, 8, 22, 11, 6, 22, 20, 16, 4, 17, 18, 9, 18, 18, 24, 7, 6, 25, 19, 17, 16, 21, 7, 17, 18, 26, 23, 31, 15, 16, 18, 21, 0, 12, 20, 12, 16, 18, 17, 10, 19, 10, 28, 3, 21, 26, 24, 19, 12, 11, 3, 14, 23, 21, 29, 21, 14, 23, 4, 28, 12, 32, 7, 24, 14, 21, 16, 12, 14, 28, 17, 8, 28, 25, 20, 23, 12, 6, 30, 30, 25]}",False
Gomti Nagar,299,"{'Restaurant Cell': (22, 11), 'Customer Cell': (33, 31), 'Preparation Time (mins)': 8, 'Expected Delivery Time (mins)': 39, 'Distance to Depot': 0, 'Distance to Restaurants': [15, 24, 22, 17, 18, 14, 18, 28, 16, 22, 4, 21, 8, 5, 13, 23, 16, 7, 8, 11, 13, 11, 6, 17, 18, 7, 14, 22, 5, 9, 15, 15, 8, 6, 28, 16, 16, 24, 27, 19, 13, 20, 4, 18, 7, 31, 12, 13, 27, 16, 11, 29, 13, 10, 9, 2, 31, 19, 4, 29, 13, 19, 24, 12, 22, 26, 9, 12, 33, 20, 22, 4, 7, 8, 22, 11, 6, 22, 20, 16, 4, 17, 18, 9, 18, 18, 24, 7, 6, 25, 19, 17, 16, 21, 7, 17, 18, 26, 23, 31, 15, 16, 18, 21, 0, 12, 20, 12, 16, 18, 17, 10, 19, 10, 28, 3, 21, 26, 24, 19, 12, 11, 3, 14, 23, 21, 29, 21, 14, 23, 4, 28, 12, 32, 7, 24, 14, 21, 16, 12, 14, 28, 17, 8, 28, 25, 20, 23, 12, 6, 30, 30, 25]}",Accept,6.0,"{'Restaurant Cell': (22, 11), 'Customer Cell': (33, 31), 'Preparation Time (mins)': 8, 'Expected Delivery Time (mins)': 39, 'Distance to Depot': 34, 'Distance to Restaurants': [37, 58, 56, 25, 40, 38, 50, 6, 20, 56, 36, 27, 32, 35, 47, 23, 18, 41, 42, 45, 21, 45, 30, 29, 52, 33, 20, 12, 39, 41, 19, 19, 36, 28, 6, 18, 50, 34, 33, 15, 47, 14, 38, 30, 39, 33, 46, 47, 29, 28, 39, 31, 33, 24, 25, 36, 3, 15, 36, 27, 47, 15, 38, 46, 38, 28, 43, 44, 1, 26, 28, 30, 31, 42, 34, 33, 34, 12, 24, 18, 30, 17, 32, 29, 20, 52, 32, 41, 38, 9, 43, 43, 36, 37, 27, 17, 52, 32, 43, 3, 39, 50, 32, 55, 34, 46, 14, 46, 50, 16, 29, 34, 37, 24, 28, 33, 37, 26, 26, 53, 40, 31, 31, 20, 11, 13, 63, 39, 20, 11, 38, 6, 42, 34, 41, 10, 20, 35, 44, 26, 26, 6, 17, 38, 62, 33, 44, 33, 46, 36, 4, 4, 41]}",False
Gomti Nagar,300,"{'Restaurant Cell': (6, 13), 'Customer Cell': (6, 6), 'Preparation Time (mins)': 8, 'Expected Delivery Time (mins)': 83, 'Distance to Depot': 34, 'Distance to Restaurants': [37, 58, 56, 25, 40, 38, 50, 6, 20, 56, 36, 27, 32, 35, 47, 23, 18, 41, 42, 45, 21, 45, 30, 29, 52, 33, 20, 12, 39, 41, 19, 19, 36, 28, 6, 18, 50, 34, 33, 15, 47, 14, 38, 30, 39, 33, 46, 47, 29, 28, 39, 31, 33, 24, 25, 36, 3, 15, 36, 27, 47, 15, 38, 46, 38, 28, 43, 44, 1, 26, 28, 30, 31, 42, 34, 33, 34, 12, 24, 18, 30, 17, 32, 29, 20, 52, 32, 41, 38, 9, 43, 43, 36, 37, 27, 17, 52, 32, 43, 3, 39, 50, 32, 55, 34, 46, 14, 46, 50, 16, 29, 34, 37, 24, 28, 33, 37, 26, 26, 53, 40, 31, 31, 20, 11, 13, 63, 39, 20, 11, 38, 6, 42, 34, 41, 10, 20, 35, 44, 26, 26, 6, 17, 38, 62, 33, 44, 33, 46, 36, 4, 4, 41]}",Reject,-3.4,"{'Restaurant Cell': (6, 13), 'Customer Cell': (6, 6), 'Preparation Time (mins)': 8, 'Expected Delivery Time (mins)': 83, 'Distance to Depot': 0, 'Distance to Restaurants': [15, 24, 22, 17, 18, 14, 18, 28, 16, 22, 4, 21, 8, 5, 13, 23, 16, 7, 8, 11, 13, 11, 6, 17, 18, 7, 14, 22, 5, 9, 15, 15, 8, 6, 28, 16, 16, 24, 27, 19, 13, 20, 4, 18, 7, 31, 12, 13, 27, 16, 11, 29, 13, 10, 9, 2, 31, 19, 4, 29, 13, 19, 24, 12, 22, 26, 9, 12, 33, 20, 22, 4, 7, 8, 22, 11, 6, 22, 20, 16, 4, 17, 18, 9, 18, 18, 24, 7, 6, 25, 19, 17, 16, 21, 7, 17, 18, 26, 23, 31, 15, 16, 18, 21, 0, 12, 20, 12, 16, 18, 17, 10, 19, 10, 28, 3, 21, 26, 24, 19, 12, 11, 3, 14, 23, 21, 29, 21, 14, 23, 4, 28, 12, 32, 7, 24, 14, 21, 16, 12, 14, 28, 17, 8, 28, 25, 20, 23, 12, 6, 30, 30, 25]}",True
Gomti Nagar,301,"{'Restaurant Cell': (15, 20), 'Customer Cell': (14, 4), 'Preparation Time (mins)': 8, 'Expected Delivery Time (mins)': 26, 'Distance to Depot': 0, 'Distance to Restaurants': [15, 24, 22, 17, 18, 14, 18, 28, 16, 22, 4, 21, 8, 5, 13, 23, 16, 7, 8, 11, 13, 11, 6, 17, 18, 7, 14, 22, 5, 9, 15, 15, 8, 6, 28, 16, 16, 24, 27, 19, 13, 20, 4, 18, 7, 31, 12, 13, 27, 16, 11, 29, 13, 10, 9, 2, 31, 19, 4, 29, 13, 19, 24, 12, 22, 26, 9, 12, 33, 20, 22, 4, 7, 8, 22, 11, 6, 22, 20, 16, 4, 17, 18, 9, 18, 18, 24, 7, 6, 25, 19, 17, 16, 21, 7, 17, 18, 26, 23, 31, 15, 16, 18, 21, 0, 12, 20, 12, 16, 18, 17, 10, 19, 10, 28, 3, 21, 26, 24, 19, 12, 11, 3, 14, 23, 21, 29, 21, 14, 23, 4, 28, 12, 32, 7, 24, 14, 21, 16, 12, 14, 28, 17, 8, 28, 25, 20, 23, 12, 6, 30, 30, 25]}",Accept,19.0,"{'Restaurant Cell': (15, 20), 'Customer Cell': (14, 4), 'Preparation Time (mins)': 8, 'Expected Delivery Time (mins)': 26, 'Distance to Depot': 12, 'Distance to Restaurants': [9, 12, 10, 21, 24, 20, 24, 40, 26, 10, 10, 27, 14, 11, 17, 29, 28, 7, 4, 17, 25, 15, 16, 17, 6, 13, 26, 34, 9, 5, 27, 27, 10, 18, 40, 28, 6, 30, 33, 31, 5, 32, 8, 24, 7, 37, 4, 1, 33, 22, 17, 35, 13, 22, 21, 10, 43, 31, 10, 35, 19, 31, 30, 10, 28, 20, 15, 6, 45, 26, 18, 16, 15, 8, 28, 17, 12, 34, 26, 28, 16, 29, 24, 17, 26, 16, 30, 5, 8, 37, 25, 23, 10, 15, 19, 29, 20, 32, 29, 43, 21, 16, 14, 9, 12, 12, 32, 4, 20, 30, 23, 12, 25, 22, 34, 13, 27, 32, 30, 9, 6, 17, 15, 26, 35, 33, 17, 15, 26, 35, 10, 40, 18, 38, 9, 36, 26, 15, 22, 20, 20, 40, 29, 8, 16, 31, 26, 17, 2, 12, 42, 42, 31]}",False
Gomti Nagar,302,"{'Restaurant Cell': (14, 3), 'Customer Cell': (21, 9), 'Preparation Time (mins)': 14, 'Expected Delivery Time (mins)': 31, 'Distance to Depot': 12, 'Distance to Restaurants': [9, 12, 10, 21, 24, 20, 24, 40, 26, 10, 10, 27, 14, 11, 17, 29, 28, 7, 4, 17, 25, 15, 16, 17, 6, 13, 26, 34, 9, 5, 27, 27, 10, 18, 40, 28, 6, 30, 33, 31, 5, 32, 8, 24, 7, 37, 4, 1, 33, 22, 17, 35, 13, 22, 21, 10, 43, 31, 10, 35, 19, 31, 30, 10, 28, 20, 15, 6, 45, 26, 18, 16, 15, 8, 28, 17, 12, 34, 26, 28, 16, 29, 24, 17, 26, 16, 30, 5, 8, 37, 25, 23, 10, 15, 19, 29, 20, 32, 29, 43, 21, 16, 14, 9, 12, 12, 32, 4, 20, 30, 23, 12, 25, 22, 34, 13, 27, 32, 30, 9, 6, 17, 15, 26, 35, 33, 17, 15, 26, 35, 10, 40, 18, 38, 9, 36, 26, 15, 22, 20, 20, 40, 29, 8, 16, 31, 26, 17, 2, 12, 42, 42, 31]}",Accept,14.0,"{'Restaurant Cell': (14, 3), 'Customer Cell': (21, 9), 'Preparation Time (mins)': 14, 'Expected Delivery Time (mins)': 31, 'Distance to Depot': 8, 'Distance to Restaurants': [7, 24, 22, 9, 26, 22, 26, 28, 14, 22, 4, 29, 2, 13, 19, 31, 16, 9, 8, 19, 13, 17, 4, 9, 18, 15, 14, 22, 11, 7, 15, 15, 2, 6, 28, 16, 16, 32, 35, 19, 13, 20, 6, 26, 5, 39, 12, 13, 35, 24, 19, 37, 5, 10, 9, 8, 31, 19, 12, 37, 21, 19, 32, 12, 30, 18, 17, 10, 33, 28, 14, 6, 3, 10, 30, 19, 14, 22, 28, 16, 8, 17, 26, 17, 26, 18, 32, 7, 4, 25, 27, 25, 8, 13, 15, 17, 22, 34, 31, 31, 23, 18, 10, 21, 8, 14, 20, 12, 22, 26, 25, 2, 27, 10, 36, 5, 29, 34, 32, 19, 6, 19, 5, 14, 23, 21, 29, 13, 14, 23, 12, 28, 20, 40, 11, 24, 14, 13, 24, 8, 8, 28, 19, 4, 28, 33, 28, 15, 12, 14, 30, 30, 33]}",False
Gomti Nagar,303,"{'Restaurant Cell': (30, 17), 'Customer Cell': (14, 20), 'Preparation Time (mins)': 13, 'Expected Delivery Time (mins)': 49, 'Distance to Depot': 8, 'Distance to Restaurants': [7, 24, 22, 9, 26, 22, 26, 28, 14, 22, 4, 29, 2, 13, 19, 31, 16, 9, 8, 19, 13, 17, 4, 9, 18, 15, 14, 22, 11, 7, 15, 15, 2, 6, 28, 16, 16, 32, 35, 19, 13, 20, 6, 26, 5, 39, 12, 13, 35, 24, 19, 37, 5, 10, 9, 8, 31, 19, 12, 37, 21, 19, 32, 12, 30, 18, 17, 10, 33, 28, 14, 6, 3, 10, 30, 19, 14, 22, 28, 16, 8, 17, 26, 17, 26, 18, 32, 7, 4, 25, 27, 25, 8, 13, 15, 17, 22, 34, 31, 31, 23, 18, 10, 21, 8, 14, 20, 12, 22, 26, 25, 2, 27, 10, 36, 5, 29, 34, 32, 19, 6, 19, 5, 14, 23, 21, 29, 13, 14, 23, 12, 28, 20, 40, 11, 24, 14, 13, 24, 8, 8, 28, 19, 4, 28, 33, 28, 15, 12, 14, 30, 30, 33]}",Reject,-2.7,"{'Restaurant Cell': (30, 17), 'Customer Cell': (14, 20), 'Preparation Time (mins)': 13, 'Expected Delivery Time (mins)': 49, 'Distance to Depot': 19, 'Distance to Restaurants': [34, 19, 23, 36, 3, 5, 7, 37, 35, 19, 23, 16, 27, 14, 8, 20, 33, 18, 25, 8, 22, 10, 25, 36, 21, 12, 27, 31, 16, 28, 24, 24, 27, 25, 37, 25, 19, 9, 10, 28, 30, 31, 21, 13, 26, 12, 21, 26, 14, 15, 8, 12, 32, 23, 28, 19, 40, 28, 15, 16, 6, 28, 5, 15, 5, 45, 10, 31, 42, 17, 41, 21, 26, 17, 9, 10, 13, 31, 19, 25, 19, 34, 11, 14, 23, 9, 11, 20, 25, 34, 0, 2, 35, 40, 16, 28, 9, 11, 4, 40, 4, 9, 37, 22, 19, 13, 29, 29, 7, 27, 14, 29, 6, 19, 15, 22, 6, 17, 17, 16, 31, 12, 22, 33, 32, 30, 20, 40, 31, 32, 15, 37, 7, 13, 16, 33, 23, 40, 3, 31, 33, 37, 26, 27, 19, 10, 1, 42, 27, 13, 39, 39, 6]}",False
Gomti Nagar,304,"{'Restaurant Cell': (1, 22), 'Customer Cell': (1, 24), 'Preparation Time (mins)': 15, 'Expected Delivery Time (mins)': 17, 'Distance to Depot': 19, 'Distance to Restaurants': [34, 19, 23, 36, 3, 5, 7, 37, 35, 19, 23, 16, 27, 14, 8, 20, 33, 18, 25, 8, 22, 10, 25, 36, 21, 12, 27, 31, 16, 28, 24, 24, 27, 25, 37, 25, 19, 9, 10, 28, 30, 31, 21, 13, 26, 12, 21, 26, 14, 15, 8, 12, 32, 23, 28, 19, 40, 28, 15, 16, 6, 28, 5, 15, 5, 45, 10, 31, 42, 17, 41, 21, 26, 17, 9, 10, 13, 31, 19, 25, 19, 34, 11, 14, 23, 9, 11, 20, 25, 34, 0, 2, 35, 40, 16, 28, 9, 11, 4, 40, 4, 9, 37, 22, 19, 13, 29, 29, 7, 27, 14, 29, 6, 19, 15, 22, 6, 17, 17, 16, 31, 12, 22, 33, 32, 30, 20, 40, 31, 32, 15, 37, 7, 13, 16, 33, 23, 40, 3, 31, 33, 37, 26, 27, 19, 10, 1, 42, 27, 13, 39, 39, 6]}",Accept,28.0,"{'Restaurant Cell': (1, 22), 'Customer Cell': (1, 24), 'Preparation Time (mins)': 15, 'Expected Delivery Time (mins)': 17, 'Distance to Depot': 27, 'Distance to Restaurants': [42, 27, 31, 44, 9, 13, 11, 33, 43, 27, 31, 12, 35, 22, 16, 16, 41, 26, 33, 16, 30, 18, 33, 44, 29, 20, 35, 27, 24, 36, 26, 28, 35, 33, 33, 21, 27, 5, 6, 28, 38, 39, 29, 9, 34, 6, 29, 34, 10, 11, 16, 8, 40, 31, 36, 27, 36, 24, 23, 12, 14, 24, 3, 23, 5, 53, 18, 39, 38, 13, 49, 29, 34, 25, 5, 16, 21, 27, 15, 31, 27, 42, 9, 18, 19, 17, 7, 28, 33, 30, 8, 10, 43, 48, 20, 36, 13, 7, 4, 36, 12, 17, 45, 30, 27, 21, 29, 37, 13, 23, 10, 37, 8, 25, 11, 30, 6, 13, 13, 24, 39, 16, 30, 41, 28, 26, 24, 48, 39, 28, 23, 33, 15, 5, 24, 29, 21, 48, 11, 39, 41, 33, 22, 35, 25, 6, 7, 50, 35, 21, 35, 35, 2]}",False
Gomti Nagar,305,"{'Restaurant Cell': (12, 24), 'Customer Cell': (18, 12), 'Preparation Time (mins)': 12, 'Expected Delivery Time (mins)': 31, 'Distance to Depot': 27, 'Distance to Restaurants': [42, 27, 31, 44, 9, 13, 11, 33, 43, 27, 31, 12, 35, 22, 16, 16, 41, 26, 33, 16, 30, 18, 33, 44, 29, 20, 35, 27, 24, 36, 26, 28, 35, 33, 33, 21, 27, 5, 6, 28, 38, 39, 29, 9, 34, 6, 29, 34, 10, 11, 16, 8, 40, 31, 36, 27, 36, 24, 23, 12, 14, 24, 3, 23, 5, 53, 18, 39, 38, 13, 49, 29, 34, 25, 5, 16, 21, 27, 15, 31, 27, 42, 9, 18, 19, 17, 7, 28, 33, 30, 8, 10, 43, 48, 20, 36, 13, 7, 4, 36, 12, 17, 45, 30, 27, 21, 29, 37, 13, 23, 10, 37, 8, 25, 11, 30, 6, 13, 13, 24, 39, 16, 30, 41, 28, 26, 24, 48, 39, 28, 23, 33, 15, 5, 24, 29, 21, 48, 11, 39, 41, 33, 22, 35, 25, 6, 7, 50, 35, 21, 35, 35, 2]}",Accept,14.0,"{'Restaurant Cell': (12, 24), 'Customer Cell': (18, 12), 'Preparation Time (mins)': 12, 'Expected Delivery Time (mins)': 31, 'Distance to Depot': 2, 'Distance to Restaurants': [13, 24, 22, 15, 20, 16, 20, 28, 14, 22, 2, 23, 6, 7, 13, 25, 16, 7, 8, 13, 13, 11, 4, 15, 18, 9, 14, 22, 5, 7, 15, 15, 6, 6, 28, 16, 16, 26, 29, 19, 13, 20, 4, 20, 5, 33, 12, 13, 29, 18, 13, 31, 11, 10, 9, 2, 31, 19, 6, 31, 15, 19, 26, 12, 24, 24, 11, 10, 33, 22, 20, 4, 5, 8, 24, 13, 8, 22, 22, 16, 4, 17, 20, 11, 20, 18, 26, 7, 4, 25, 21, 19, 14, 19, 9, 17, 18, 28, 25, 31, 17, 16, 16, 21, 2, 12, 20, 12, 16, 20, 19, 8, 21, 10, 30, 1, 23, 28, 26, 19, 10, 13, 3, 14, 23, 21, 29, 19, 14, 23, 6, 28, 14, 34, 7, 24, 14, 19, 18, 10, 12, 28, 17, 6, 28, 27, 22, 21, 12, 8, 30, 30, 27]}",False
Gomti Nagar,306,"{'Restaurant Cell': (20, 4), 'Customer Cell': (15, 23), 'Preparation Time (mins)': 14, 'Expected Delivery Time (mins)': 52, 'Distance to Depot': 2, 'Distance to Restaurants': [13, 24, 22, 15, 20, 16, 20, 28, 14, 22, 2, 23, 6, 7, 13, 25, 16, 7, 8, 13, 13, 11, 4, 15, 18, 9, 14, 22, 5, 7, 15, 15, 6, 6, 28, 16, 16, 26, 29, 19, 13, 20, 4, 20, 5, 33, 12, 13, 29, 18, 13, 31, 11, 10, 9, 2, 31, 19, 6, 31, 15, 19, 26, 12, 24, 24, 11, 10, 33, 22, 20, 4, 5, 8, 24, 13, 8, 22, 22, 16, 4, 17, 20, 11, 20, 18, 26, 7, 4, 25, 21, 19, 14, 19, 9, 17, 18, 28, 25, 31, 17, 16, 16, 21, 2, 12, 20, 12, 16, 20, 19, 8, 21, 10, 30, 1, 23, 28, 26, 19, 10, 13, 3, 14, 23, 21, 29, 19, 14, 23, 6, 28, 14, 34, 7, 24, 14, 19, 18, 10, 12, 28, 17, 6, 28, 27, 22, 21, 12, 8, 30, 30, 27]}",Reject,-1.7,"{'Restaurant Cell': (20, 4), 'Customer Cell': (15, 23), 'Preparation Time (mins)': 14, 'Expected Delivery Time (mins)': 52, 'Distance to Depot': 17, 'Distance to Restaurants': [26, 41, 39, 28, 23, 21, 33, 11, 27, 39, 19, 10, 19, 18, 30, 12, 25, 24, 25, 28, 14, 28, 17, 28, 35, 16, 19, 5, 22, 24, 10, 12, 19, 17, 11, 3, 33, 17, 16, 12, 30, 23, 21, 13, 22, 20, 29, 30, 16, 11, 22, 18, 24, 15, 20, 19, 14, 8, 19, 18, 30, 4, 21, 29, 21, 37, 26, 27, 16, 9, 33, 13, 18, 25, 17, 16, 17, 5, 9, 15, 13, 26, 15, 12, 7, 35, 15, 24, 21, 8, 26, 26, 27, 32, 10, 20, 35, 15, 26, 14, 22, 33, 29, 38, 17, 29, 13, 29, 33, 7, 12, 21, 20, 9, 17, 16, 20, 15, 13, 36, 23, 14, 14, 25, 6, 4, 46, 32, 23, 6, 21, 13, 25, 21, 24, 7, 5, 32, 27, 23, 25, 11, 0, 21, 45, 16, 27, 34, 29, 19, 13, 13, 24]}",False
Gomti Nagar,307,"{'Restaurant Cell': (27, 5), 'Customer Cell': (21, 3), 'Preparation Time (mins)': 14, 'Expected Delivery Time (mins)': 37, 'Distance to Depot': 17, 'Distance to Restaurants': [26, 41, 39, 28, 23, 21, 33, 11, 27, 39, 19, 10, 19, 18, 30, 12, 25, 24, 25, 28, 14, 28, 17, 28, 35, 16, 19, 5, 22, 24, 10, 12, 19, 17, 11, 3, 33, 17, 16, 12, 30, 23, 21, 13, 22, 20, 29, 30, 16, 11, 22, 18, 24, 15, 20, 19, 14, 8, 19, 18, 30, 4, 21, 29, 21, 37, 26, 27, 16, 9, 33, 13, 18, 25, 17, 16, 17, 5, 9, 15, 13, 26, 15, 12, 7, 35, 15, 24, 21, 8, 26, 26, 27, 32, 10, 20, 35, 15, 26, 14, 22, 33, 29, 38, 17, 29, 13, 29, 33, 7, 12, 21, 20, 9, 17, 16, 20, 15, 13, 36, 23, 14, 14, 25, 6, 4, 46, 32, 23, 6, 21, 13, 25, 21, 24, 7, 5, 32, 27, 23, 25, 11, 0, 21, 45, 16, 27, 34, 29, 19, 13, 13, 24]}",Accept,8.0,"{'Restaurant Cell': (27, 5), 'Customer Cell': (21, 3), 'Preparation Time (mins)': 14, 'Expected Delivery Time (mins)': 37, 'Distance to Depot': 14, 'Distance to Restaurants': [3, 18, 16, 15, 32, 28, 32, 34, 20, 16, 10, 35, 8, 19, 25, 37, 22, 15, 8, 25, 19, 23, 10, 11, 12, 21, 20, 28, 17, 5, 21, 21, 6, 12, 34, 22, 14, 38, 41, 25, 7, 26, 12, 32, 7, 45, 12, 7, 41, 30, 25, 43, 7, 16, 15, 14, 37, 25, 18, 43, 27, 25, 38, 18, 36, 12, 23, 4, 39, 34, 12, 12, 9, 16, 36, 25, 20, 28, 34, 22, 14, 23, 32, 23, 32, 24, 38, 13, 8, 31, 33, 31, 4, 7, 21, 23, 28, 40, 37, 37, 29, 24, 8, 15, 14, 20, 26, 6, 28, 32, 31, 6, 33, 16, 42, 11, 35, 40, 38, 17, 2, 25, 11, 20, 29, 27, 23, 7, 20, 29, 18, 34, 26, 46, 17, 30, 20, 7, 30, 14, 14, 34, 25, 6, 22, 39, 34, 9, 6, 20, 36, 36, 39]}",False
Gomti Nagar,308,"{'Restaurant Cell': (9, 16), 'Customer Cell': (13, 26), 'Preparation Time (mins)': 11, 'Expected Delivery Time (mins)': 47, 'Distance to Depot': 14, 'Distance to Restaurants': [3, 18, 16, 15, 32, 28, 32, 34, 20, 16, 10, 35, 8, 19, 25, 37, 22, 15, 8, 25, 19, 23, 10, 11, 12, 21, 20, 28, 17, 5, 21, 21, 6, 12, 34, 22, 14, 38, 41, 25, 7, 26, 12, 32, 7, 45, 12, 7, 41, 30, 25, 43, 7, 16, 15, 14, 37, 25, 18, 43, 27, 25, 38, 18, 36, 12, 23, 4, 39, 34, 12, 12, 9, 16, 36, 25, 20, 28, 34, 22, 14, 23, 32, 23, 32, 24, 38, 13, 8, 31, 33, 31, 4, 7, 21, 23, 28, 40, 37, 37, 29, 24, 8, 15, 14, 20, 26, 6, 28, 32, 31, 6, 33, 16, 42, 11, 35, 40, 38, 17, 2, 25, 11, 20, 29, 27, 23, 7, 20, 29, 18, 34, 26, 46, 17, 30, 20, 7, 30, 14, 14, 34, 25, 6, 22, 39, 34, 9, 6, 20, 36, 36, 39]}",Reject,-1.4,"{'Restaurant Cell': (9, 16), 'Customer Cell': (13, 26), 'Preparation Time (mins)': 11, 'Expected Delivery Time (mins)': 47, 'Distance to Depot': 0, 'Distance to Restaurants': [15, 24, 22, 17, 18, 14, 18, 28, 16, 22, 4, 21, 8, 5, 13, 23, 16, 7, 8, 11, 13, 11, 6, 17, 18, 7, 14, 22, 5, 9, 15, 15, 8, 6, 28, 16, 16, 24, 27, 19, 13, 20, 4, 18, 7, 31, 12, 13, 27, 16, 11, 29, 13, 10, 9, 2, 31, 19, 4, 29, 13, 19, 24, 12, 22, 26, 9, 12, 33, 20, 22, 4, 7, 8, 22, 11, 6, 22, 20, 16, 4, 17, 18, 9, 18, 18, 24, 7, 6, 25, 19, 17, 16, 21, 7, 17, 18, 26, 23, 31, 15, 16, 18, 21, 0, 12, 20, 12, 16, 18, 17, 10, 19, 10, 28, 3, 21, 26, 24, 19, 12, 11, 3, 14, 23, 21, 29, 21, 14, 23, 4, 28, 12, 32, 7, 24, 14, 21, 16, 12, 14, 28, 17, 8, 28, 25, 20, 23, 12, 6, 30, 30, 25]}",False
Gomti Nagar,309,"{'Restaurant Cell': (6, 26), 'Customer Cell': (9, 22), 'Preparation Time (mins)': 10, 'Expected Delivery Time (mins)': 31, 'Distance to Depot': 0, 'Distance to Restaurants': [15, 24, 22, 17, 18, 14, 18, 28, 16, 22, 4, 21, 8, 5, 13, 23, 16, 7, 8, 11, 13, 11, 6, 17, 18, 7, 14, 22, 5, 9, 15, 15, 8, 6, 28, 16, 16, 24, 27, 19, 13, 20, 4, 18, 7, 31, 12, 13, 27, 16, 11, 29, 13, 10, 9, 2, 31, 19, 4, 29, 13, 19, 24, 12, 22, 26, 9, 12, 33, 20, 22, 4, 7, 8, 22, 11, 6, 22, 20, 16, 4, 17, 18, 9, 18, 18, 24, 7, 6, 25, 19, 17, 16, 21, 7, 17, 18, 26, 23, 31, 15, 16, 18, 21, 0, 12, 20, 12, 16, 18, 17, 10, 19, 10, 28, 3, 21, 26, 24, 19, 12, 11, 3, 14, 23, 21, 29, 21, 14, 23, 4, 28, 12, 32, 7, 24, 14, 21, 16, 12, 14, 28, 17, 8, 28, 25, 20, 23, 12, 6, 30, 30, 25]}",Accept,14.0,"{'Restaurant Cell': (6, 26), 'Customer Cell': (9, 22), 'Preparation Time (mins)': 10, 'Expected Delivery Time (mins)': 31, 'Distance to Depot': 17, 'Distance to Restaurants': [32, 25, 23, 34, 7, 5, 17, 27, 33, 23, 21, 6, 25, 12, 14, 10, 31, 16, 23, 12, 20, 12, 23, 34, 19, 10, 25, 21, 14, 26, 16, 18, 25, 23, 27, 15, 17, 7, 10, 18, 28, 29, 19, 3, 24, 14, 19, 24, 10, 5, 6, 12, 30, 21, 26, 17, 30, 18, 13, 12, 14, 18, 7, 13, 5, 43, 10, 29, 32, 7, 39, 19, 24, 15, 5, 6, 11, 21, 9, 21, 17, 32, 1, 8, 13, 19, 7, 18, 23, 24, 10, 10, 33, 38, 10, 26, 19, 9, 10, 30, 6, 17, 35, 22, 17, 13, 19, 27, 17, 17, 4, 27, 4, 15, 11, 20, 4, 9, 7, 20, 29, 6, 20, 31, 22, 20, 30, 38, 29, 22, 13, 27, 9, 15, 14, 23, 13, 38, 11, 29, 31, 27, 16, 25, 29, 8, 11, 40, 25, 11, 29, 29, 8]}",False
